run_id,path_id,fee_param,xsol_param,depeg_event,run_duration,sol_pool_activations,xsol_pool_activations,total_pool_activations
20.1,1,1.6,1.5,False,1000,0,75,75
84.1,4,1.6,1.6,False,1000,0,21,21
22.1,2,1.1,1.1,True,142,0,3,3
3.2,1,1.2,1.2,False,1000,0,57,57
59.3,3,1.6,1.2,False,1000,0,9,9
27.5,2,1.3,1.3,False,1000,0,30,30
49.3,3,1.4,1.1,True,670,0,6,6
77.3,4,1.5,1.4,False,1000,0,13,13
4.1,1,1.3,1.1,True,484,0,17,17
82.1,4,1.6,1.4,False,1000,0,6,6
102.3,5,1.6,1.3,False,1000,0,0,0
101.3,5,1.6,1.2,False,1000,0,3,3
11.5,1,1.5,1.1,True,484,0,14,14
64.3,4,1.1,1.1,False,1000,0,0,0
54.5,3,1.5,1.2,False,1000,0,11,11
30.1,2,1.4,1.3,False,1000,0,24,24
86.1,5,1.2,1.1,False,1000,0,4,4
65.4,4,1.2,1.1,False,1000,0,8,8
78.2,4,1.5,1.5,False,1000,0,9,9
41.1,2,1.6,1.5,False,1000,0,39,39
50.5,3,1.4,1.2,False,1000,0,7,7
104.3,5,1.6,1.5,False,1000,0,17,17
32.1,2,1.5,1.1,True,116,0,1,1
16.1,1,1.6,1.1,True,521,0,8,8
42.2,2,1.6,1.6,False,1000,0,46,46
79.5,4,1.6,1.1,False,1000,0,0,0
34.1,2,1.5,1.3,False,1000,0,18,18
68.5,4,1.3,1.2,False,1000,0,0,0
47.1,3,1.3,1.2,False,1000,0,14,14
74.3,4,1.5,1.1,False,1000,0,0,0
93.5,5,1.4,1.3,False,1000,0,4,4
9.3,1,1.4,1.3,False,1000,0,70,70
63.2,3,1.6,1.6,False,1000,0,20,20
45.2,3,1.2,1.2,False,1000,0,13,13
73.3,4,1.4,1.4,False,1000,0,14,14
87.2,5,1.2,1.2,False,1000,0,7,7
90.5,5,1.3,1.3,False,1000,0,14,14
36.2,2,1.5,1.5,False,1000,0,46,46
51.5,3,1.4,1.3,False,1000,0,16,16
35.2,2,1.5,1.4,False,1000,0,31,31
5.2,1,1.3,1.2,False,1000,0,48,48
6.2,1,1.3,1.3,False,1000,0,60,60
43.5,3,1.1,1.1,True,670,0,7,7
2.1,1,1.2,1.1,True,484,0,7,7
69.5,4,1.3,1.3,False,1000,0,15,15
21.2,1,1.6,1.6,False,1000,0,73,73
92.5,5,1.4,1.2,False,1000,0,0,0
8.3,1,1.4,1.2,False,1000,0,53,53
80.1,4,1.6,1.2,False,1000,0,7,7
75.3,4,1.5,1.2,False,1000,0,0,0
24.5,2,1.2,1.2,False,1000,0,21,21
46.1,3,1.3,1.1,False,1000,0,2,2
91.5,5,1.4,1.1,False,1000,0,17,17
76.3,4,1.5,1.3,False,1000,0,13,13
61.2,3,1.6,1.4,False,1000,0,7,7
44.2,3,1.2,1.1,False,1000,0,3,3
83.2,4,1.6,1.5,False,1000,0,21,21
62.2,3,1.6,1.5,False,1000,0,16,16
85.5,5,1.1,1.1,False,1000,0,3,3
17.1,1,1.6,1.2,False,1000,0,38,38
33.1,2,1.5,1.2,False,1000,0,10,10
15.5,1,1.5,1.5,False,1000,0,77,77
31.1,2,1.4,1.4,False,1000,0,25,25
105.3,5,1.6,1.6,False,1000,0,25,25
7.2,1,1.4,1.1,True,484,0,8,8
56.5,3,1.5,1.4,False,1000,0,13,13
103.3,5,1.6,1.4,False,1000,0,16,16
40.2,2,1.6,1.4,False,1000,0,27,27
99.4,5,1.5,1.5,False,1000,0,20,20
3.1,1,1.2,1.2,False,1000,0,59,59
23.5,2,1.2,1.1,True,142,0,4,4
4.2,1,1.3,1.1,True,472,0,6,6
19.3,1,1.6,1.4,False,1000,0,53,53
82.2,4,1.6,1.4,False,1000,0,11,11
81.1,4,1.6,1.3,False,1000,0,0,0
60.1,3,1.6,1.3,False,1000,0,13,13
20.2,1,1.6,1.5,False,1000,0,60,60
84.2,4,1.6,1.6,False,1000,0,14,14
22.2,2,1.1,1.1,True,142,0,4,4
86.2,5,1.2,1.1,False,1000,0,13,13
30.2,2,1.4,1.3,False,1000,0,17,17
57.5,3,1.5,1.5,False,1000,0,29,29
41.2,2,1.6,1.5,False,1000,0,37,37
78.1,4,1.5,1.5,False,1000,0,12,12
98.4,5,1.5,1.4,False,1000,0,17,17
67.4,4,1.3,1.1,False,1000,0,0,0
14.5,1,1.5,1.4,False,1000,0,53,53
