"Date","Price","Open","High","Low","Vol.","Change %"
"07/10/2023","21.351","21.897","21.351","21.351","364.52M","-2.49%"
"07/11/2023","21.303","21.351","21.303","21.303","508.3M","-0.23%"
"07/12/2023","22.068","21.303","22.068","22.068","431.28M","3.59%"
"07/13/2023","21.998","22.068","21.998","21.998","553.66M","-0.32%"
"07/14/2023","25.99","21.998","25.99","25.99","1191.59M","18.15%"
"07/15/2023","26.708","25.99","26.708","26.708","2112.67M","2.76%"
"07/16/2023","27.351","26.708","27.351","27.351","1182.55M","2.41%"
"07/17/2023","27.365","27.351","27.365","27.365","747.99M","0.05%"
"07/18/2023","26.862","27.365","26.862","26.862","1008.26M","-1.84%"
"07/19/2023","25.526","26.862","25.526","25.526","690.7M","-4.97%"
"07/20/2023","26.353","25.526","26.353","26.353","591.58M","3.24%"
"07/21/2023","25.335","26.353","25.335","25.335","586.43M","-3.86%"
"07/22/2023","25.59","25.335","25.59","25.59","426.79M","1.0%"
"07/23/2023","24.457","25.59","24.457","24.457","325.89M","-4.43%"
"07/24/2023","24.774","24.457","24.774","24.774","345.57M","1.3%"
"07/25/2023","23.423","24.774","23.423","23.423","517.09M","-5.45%"
"07/26/2023","23.268","23.423","23.268","23.268","362.06M","-0.66%"
"07/27/2023","25.152","23.268","25.152","25.152","682.76M","8.1%"
"07/28/2023","25.093","25.152","25.093","25.093","493.79M","-0.23%"
"07/29/2023","24.826","25.093","24.826","24.826","354.45M","-1.07%"
"07/30/2023","25.165","24.826","25.165","25.165","266.0M","1.37%"
"07/31/2023","24.267","25.165","24.267","24.267","354.2M","-3.57%"
"08/01/2023","23.757","24.267","23.757","23.757","401.01M","-2.1%"
"08/02/2023","23.926","23.757","23.926","23.926","433.93M","0.71%"
"08/03/2023","23.135","23.926","23.135","23.135","426.95M","-3.3%"
"08/04/2023","22.654","23.135","22.654","22.654","375.51M","-2.08%"
"08/05/2023","22.81","22.654","22.81","22.81","387.38M","0.69%"
"08/06/2023","22.625","22.81","22.625","22.625","256.37M","-0.81%"
"08/07/2023","23.16","22.625","23.16","23.16","338.17M","2.37%"
"08/08/2023","23.052","23.16","23.052","23.052","386.01M","-0.47%"
"08/09/2023","24.204","23.052","24.204","24.204","561.55M","5.0%"
"08/10/2023","24.385","24.204","24.385","24.385","458.04M","0.75%"
"08/11/2023","24.619","24.385","24.619","24.619","352.12M","0.96%"
"08/12/2023","24.58","24.619","24.58","24.58","337.81M","-0.16%"
"08/13/2023","24.892","24.58","24.892","24.892","277.31M","1.27%"
"08/14/2023","24.223","24.892","24.223","24.223","278.18M","-2.69%"
"08/15/2023","25.148","24.223","25.148","25.148","388.03M","3.82%"
"08/16/2023","23.876","25.148","23.876","23.876","452.52M","-5.06%"
"08/17/2023","22.846","23.876","22.846","22.846","495.29M","-4.31%"
"08/18/2023","21.647","22.846","21.647","21.647","656.41M","-5.25%"
"08/19/2023","21.33","21.647","21.33","21.33","412.22M","-1.46%"
"08/20/2023","21.878","21.33","21.878","21.878","254.18M","2.57%"
"08/21/2023","21.748","21.878","21.748","21.748","200.0M","-0.6%"
"08/22/2023","21.202","21.748","21.202","21.202","350.41M","-2.51%"
"08/23/2023","20.554","21.202","20.554","20.554","424.95M","-3.06%"
"08/24/2023","21.673","20.554","21.673","21.673","427.96M","5.44%"
"08/25/2023","21.026","21.673","21.026","21.026","333.45M","-2.98%"
"08/26/2023","20.393","21.026","20.393","20.393","282.56M","-3.01%"
"08/27/2023","20.274","20.393","20.274","20.274","152.28M","-0.58%"
"08/28/2023","20.781","20.274","20.781","20.781","188.4M","2.5%"
"08/29/2023","20.563","20.781","20.563","20.563","220.5M","-1.05%"
"08/30/2023","21.757","20.563","21.757","21.757","532.1M","5.81%"
"08/31/2023","20.841","21.757","20.841","20.841","325.88M","-4.21%"
"09/01/2023","19.731","20.841","19.731","19.731","400.35M","-5.32%"
"09/02/2023","19.339","19.731","19.339","19.339","315.36M","-1.99%"
"09/03/2023","19.469","19.339","19.469","19.469","211.96M","0.67%"
"09/04/2023","19.576","19.469","19.576","19.576","180.89M","0.55%"
"09/05/2023","19.492","19.576","19.492","19.492","252.21M","-0.43%"
"09/06/2023","20.27","19.492","20.27","20.27","411.49M","3.99%"
"09/07/2023","19.625","20.27","19.625","19.625","337.21M","-3.18%"
"09/08/2023","19.888","19.625","19.888","19.888","268.56M","1.34%"
"09/09/2023","19.596","19.888","19.596","19.596","241.63M","-1.47%"
"09/10/2023","19.44","19.596","19.44","19.44","113.88M","-0.79%"
"09/11/2023","18.242","19.44","18.242","18.242","555.16M","-6.17%"
"09/12/2023","17.705","18.242","17.705","17.705","400.43M","-2.94%"
"09/13/2023","17.944","17.705","17.944","17.944","389.59M","1.35%"
"09/14/2023","18.404","17.944","18.404","18.404","390.06M","2.56%"
"09/15/2023","18.83","18.404","18.83","18.83","369.0M","2.32%"
"09/16/2023","19.173","18.83","19.173","19.173","220.57M","1.82%"
"09/17/2023","19.127","19.173","19.127","19.127","148.17M","-0.24%"
"09/18/2023","18.803","19.127","18.803","18.803","124.25M","-1.69%"
"09/19/2023","19.64","18.803","19.64","19.64","352.01M","4.45%"
"09/20/2023","20.042","19.64","20.042","20.042","290.19M","2.05%"
"09/21/2023","20.287","20.042","20.287","20.287","262.87M","1.22%"
"09/22/2023","19.47","20.287","19.47","19.47","292.39M","-4.03%"
"09/23/2023","19.438","19.47","19.438","19.438","202.51M","-0.17%"
"09/24/2023","19.471","19.438","19.471","19.471","118.4M","0.17%"
"09/25/2023","19.352","19.471","19.352","19.352","127.72M","-0.61%"
"09/26/2023","19.395","19.352","19.395","19.395","185.81M","0.22%"
"09/27/2023","19.017","19.395","19.017","19.017","206.87M","-1.95%"
"09/28/2023","19.128","19.017","19.128","19.128","240.31M","0.58%"
"09/29/2023","19.946","19.128","19.946","19.946","292.67M","4.28%"
"09/30/2023","20.294","19.946","20.294","20.294","261.04M","1.74%"
"10/01/2023","21.387","20.294","21.387","21.387","378.18M","5.39%"
"10/02/2023","23.881","21.387","23.881","23.881","718.14M","11.66%"
"10/03/2023","23.41","23.881","23.41","23.41","761.55M","-1.97%"
"10/04/2023","23.547","23.41","23.547","23.547","741.31M","0.58%"
"10/05/2023","23.143","23.547","23.143","23.143","493.66M","-1.72%"
"10/06/2023","22.72","23.143","22.72","22.72","397.59M","-1.83%"
"10/07/2023","23.432","22.72","23.432","23.432","496.79M","3.13%"
"10/08/2023","23.294","23.432","23.294","23.294","318.41M","-0.59%"
"10/09/2023","23.249","23.294","23.249","23.249","235.11M","-0.19%"
"10/10/2023","22.111","23.249","22.111","22.111","400.93M","-4.89%"
"10/11/2023","22.107","22.111","22.107","22.107","273.65M","-0.02%"
"10/12/2023","21.961","22.107","21.961","21.961","316.25M","-0.66%"
"10/13/2023","21.265","21.961","21.265","21.265","314.82M","-3.17%"
"10/14/2023","21.826","21.265","21.826","21.826","310.15M","2.64%"
"10/15/2023","22.005","21.826","22.005","22.005","202.22M","0.82%"
"10/16/2023","21.916","22.005","21.916","21.916","204.66M","-0.4%"
"10/17/2023","23.981","21.916","23.981","23.981","806.9M","9.42%"
"10/18/2023","23.971","23.981","23.971","23.971","581.67M","-0.04%"
"10/19/2023","23.434","23.971","23.434","23.434","429.12M","-2.24%"
"10/20/2023","24.943","23.434","24.943","24.943","770.08M","6.44%"
"10/21/2023","27.035","24.943","27.035","27.035","1037.0M","8.39%"
"10/22/2023","29.356","27.035","29.356","29.356","1290.66M","8.59%"
"10/23/2023","29.021","29.356","29.021","29.021","768.78M","-1.14%"
"10/24/2023","31.737","29.021","31.737","31.737","1754.7M","9.36%"
"10/25/2023","30.134","31.737","30.134","30.134","1555.85M","-5.05%"
"10/26/2023","32.405","30.134","32.405","32.405","1583.61M","7.54%"
"10/27/2023","32.714","32.405","32.714","32.714","1151.81M","0.95%"
"10/28/2023","31.765","32.714","31.765","31.765","991.69M","-2.9%"
"10/29/2023","31.647","31.765","31.647","31.647","452.74M","-0.37%"
"10/30/2023","32.816","31.647","32.816","32.816","597.46M","3.69%"
"10/31/2023","34.957","32.816","34.957","34.957","1159.87M","6.52%"
"11/01/2023","38.482","34.957","38.482","38.482","1785.3M","10.08%"
"11/02/2023","41.414","38.482","41.414","41.414","3959.22M","7.62%"
"11/03/2023","40.146","41.414","40.146","40.146","2642.79M","-3.06%"
"11/04/2023","39.518","40.146","39.518","39.518","1711.81M","-1.57%"
"11/05/2023","42.247","39.518","42.247","42.247","1481.65M","6.91%"
"11/06/2023","41.243","42.247","41.243","41.243","875.31M","-2.38%"
"11/07/2023","42.094","41.243","42.094","42.094","1060.32M","2.06%"
"11/08/2023","43.11","42.094","43.11","43.11","1827.58M","2.41%"
"11/09/2023","43.249","43.11","43.249","43.249","1063.28M","0.32%"
"11/10/2023","45.358","43.249","45.358","45.358","2968.22M","4.88%"
"11/11/2023","56.673","45.358","56.673","56.673","3690.04M","24.95%"
"11/12/2023","56.47","56.673","56.47","56.47","4048.83M","-0.36%"
"11/13/2023","55.963","56.47","55.963","55.963","2834.63M","-0.9%"
"11/14/2023","52.21","55.963","52.21","52.21","2938.77M","-6.71%"
"11/15/2023","56.847","52.21","56.847","56.847","3136.58M","8.88%"
"11/16/2023","65.421","56.847","65.421","65.421","3841.78M","15.08%"
"11/17/2023","57.859","65.421","57.859","57.859","3893.5M","-11.56%"
"11/18/2023","58.087","57.859","58.087","58.087","3253.57M","0.39%"
"11/19/2023","58.438","58.087","58.438","58.438","2007.83M","0.6%"
"11/20/2023","61.468","58.438","61.468","61.468","2011.97M","5.19%"
"11/21/2023","56.388","61.468","56.388","56.388","2046.13M","-8.27%"
"11/22/2023","52.038","56.388","52.038","52.038","2457.53M","-7.71%"
"11/23/2023","57.64","52.038","57.64","57.64","2055.16M","10.76%"
"11/24/2023","56.626","57.64","56.626","56.626","1373.27M","-1.76%"
"11/25/2023","56.873","56.626","56.873","56.873","1165.09M","0.44%"
"11/26/2023","58.813","56.873","58.813","58.813","1170.62M","3.41%"
"11/27/2023","57.656","58.813","57.656","57.656","905.47M","-1.97%"
"11/28/2023","55.122","57.656","55.122","55.122","1272.6M","-4.39%"
"11/29/2023","58.217","55.122","58.217","58.217","1455.82M","5.61%"
"11/30/2023","59.132","58.217","59.132","59.132","2011.1M","1.57%"
"12/01/2023","59.18","59.132","59.18","59.18","1302.91M","0.08%"
"12/02/2023","59.824","59.18","59.824","59.824","1458.57M","1.09%"
"12/03/2023","63.542","59.824","63.542","63.542","1384.6M","6.22%"
"12/04/2023","63.017","63.542","63.017","63.017","1376.35M","-0.83%"
"12/05/2023","61.551","63.017","61.551","61.551","2239.94M","-2.33%"
"12/06/2023","60.903","61.551","60.903","60.903","1689.51M","-1.05%"
"12/07/2023","62.232","60.903","62.232","62.232","3018.02M","2.18%"
"12/08/2023","67.694","62.232","67.694","67.694","3087.23M","8.78%"
"12/09/2023","74.842","67.694","74.842","74.842","3651.68M","10.56%"
"12/10/2023","72.422","74.842","72.422","72.422","2990.09M","-3.23%"
"12/11/2023","74.424","72.422","74.424","74.424","1933.93M","2.76%"
"12/12/2023","70.202","74.424","70.202","70.202","3839.99M","-5.67%"
"12/13/2023","68.529","70.202","68.529","68.529","2426.66M","-2.38%"
"12/14/2023","70.738","68.529","70.738","70.738","2532.49M","3.22%"
"12/15/2023","75.656","70.738","75.656","75.656","2496.51M","6.95%"
"12/16/2023","72.618","75.656","72.618","72.618","2696.77M","-4.02%"
"12/17/2023","73.39","72.618","73.39","73.39","1841.82M","1.06%"
"12/18/2023","71.093","73.39","71.093","71.093","1557.23M","-3.13%"
"12/19/2023","74.341","71.093","74.341","74.341","2363.67M","4.57%"
"12/20/2023","72.611","74.341","72.611","72.611","1948.58M","-2.33%"
"12/21/2023","82.099","72.611","82.099","82.099","3820.15M","13.07%"
"12/22/2023","93.938","82.099","93.938","93.938","4904.78M","14.42%"
"12/23/2023","98.078","93.938","98.078","98.078","5239.34M","4.41%"
"12/24/2023","107.64","98.078","107.64","107.64","3932.34M","9.75%"
"12/25/2023","112.448","107.64","112.448","112.448","6224.14M","4.47%"
"12/26/2023","121.447","112.448","121.447","121.447","5738.51M","8.0%"
"12/27/2023","112.326","121.447","112.326","112.326","4346.11M","-7.51%"
"12/28/2023","106.977","112.326","106.977","106.977","4238.9M","-4.76%"
"12/29/2023","102.254","106.977","102.254","102.254","4586.53M","-4.42%"
"12/30/2023","106.253","102.254","106.253","106.253","4343.03M","3.91%"
"12/31/2023","101.989","106.253","101.989","101.989","1833.43M","-4.01%"
"01/01/2024","101.333","101.989","101.333","101.333","1774.88M","-0.64%"
"01/02/2024","109.444","101.333","109.444","109.444","2214.02M","8.0%"
"01/03/2024","106.663","109.444","106.663","106.663","3809.99M","-2.54%"
"01/04/2024","98.619","106.663","98.619","98.619","5263.41M","-7.54%"
"01/05/2024","104.841","98.619","104.841","104.841","3262.98M","6.31%"
"01/06/2024","99.795","104.841","99.795","99.795","2955.67M","-4.81%"
"01/07/2024","93.676","99.795","93.676","93.676","2220.64M","-6.13%"
"01/08/2024","88.925","93.676","88.925","88.925","2189.4M","-5.07%"
"01/09/2024","97.659","88.925","97.659","97.659","3950.76M","9.82%"
"01/10/2024","98.752","97.659","98.752","98.752","3871.18M","1.12%"
"01/11/2024","102.413","98.752","102.413","102.413","3865.17M","3.71%"
"01/12/2024","99.986","102.413","99.986","99.986","4022.33M","-2.37%"
"01/13/2024","91.5","99.986","91.5","91.5","2734.89M","-8.49%"
"01/14/2024","95.633","91.5","95.633","95.633","1873.56M","4.52%"
"01/15/2024","94.119","95.633","94.119","94.119","2580.6M","-1.58%"
"01/16/2024","94.397","94.119","94.397","94.397","1779.2M","0.3%"
"01/17/2024","97.557","94.397","97.557","97.557","1816.2M","3.35%"
"01/18/2024","101.501","97.557","101.501","101.501","3218.96M","4.04%"
"01/19/2024","94.28","101.501","94.28","94.28","2756.02M","-7.11%"
"01/20/2024","93.325","94.28","93.325","93.325","2760.7M","-1.01%"
"01/21/2024","92.59","93.325","92.59","92.59","1256.38M","-0.79%"
"01/22/2024","91.162","92.59","91.162","91.162","908.79M","-1.54%"
"01/23/2024","83.436","91.162","83.436","83.436","2814.1M","-8.48%"
"01/24/2024","84.098","83.436","84.098","84.098","2987.15M","0.79%"
"01/25/2024","88.974","84.098","88.974","88.974","2385.03M","5.8%"
"01/26/2024","86.983","88.974","86.983","86.983","1905.31M","-2.24%"
"01/27/2024","92.365","86.983","92.365","92.365","2146.55M","6.19%"
"01/28/2024","94.074","92.365","94.074","94.074","1252.49M","1.85%"
"01/29/2024","95.967","94.074","95.967","95.967","2522.52M","2.01%"
"01/30/2024","101.42","95.967","101.42","101.42","2632.53M","5.68%"
"01/31/2024","101.491","101.42","101.491","101.491","3637.73M","0.07%"
"02/01/2024","96.932","101.491","96.932","96.932","3873.45M","-4.49%"
"02/02/2024","97.79","96.932","97.79","97.79","3017.0M","0.89%"
"02/03/2024","100.465","97.79","100.465","100.465","2624.1M","2.74%"
"02/04/2024","97.767","100.465","97.767","97.767","1416.76M","-2.69%"
"02/05/2024","95.472","97.767","95.472","95.472","1353.64M","-2.35%"
"02/06/2024","95.668","95.472","95.668","95.668","1933.68M","0.21%"
"02/07/2024","96.92","95.668","96.92","96.92","1900.37M","1.31%"
"02/08/2024","100.862","96.92","100.862","100.862","1921.48M","4.07%"
"02/09/2024","102.904","100.862","102.904","102.904","2458.96M","2.02%"
"02/10/2024","107.034","102.904","107.034","107.034","3256.19M","4.01%"
"02/11/2024","108.991","107.034","108.991","108.991","1814.39M","1.83%"
"02/12/2024","107.424","108.991","107.424","107.424","1459.55M","-1.44%"
"02/13/2024","112.037","107.424","112.037","112.037","2920.19M","4.29%"
"02/14/2024","112.599","112.037","112.599","112.599","2874.71M","0.5%"
"02/15/2024","116.976","112.599","116.976","116.976","2490.69M","3.89%"
"02/16/2024","113.599","116.976","113.599","113.599","2539.54M","-2.89%"
"02/17/2024","110.502","113.599","110.502","110.502","1882.21M","-2.73%"
"02/18/2024","108.929","110.502","108.929","108.929","1366.27M","-1.42%"
"02/19/2024","112.215","108.929","112.215","112.215","1551.22M","3.02%"
"02/20/2024","111.278","112.215","111.278","111.278","1984.16M","-0.84%"
"02/21/2024","108.564","111.278","108.564","108.564","2872.88M","-2.44%"
"02/22/2024","105.343","108.564","105.343","105.343","2737.17M","-2.97%"
"02/23/2024","102.042","105.343","102.042","102.042","2309.96M","-3.13%"
"02/24/2024","100.092","102.042","100.092","100.092","2027.8M","-1.91%"
"02/25/2024","104.189","100.092","104.189","104.189","1441.38M","4.09%"
"02/26/2024","103.439","104.189","103.439","103.439","1203.83M","-0.72%"
"02/27/2024","109.845","103.439","109.845","109.845","2465.1M","6.19%"
"02/28/2024","108.177","109.845","108.177","108.177","3541.85M","-1.52%"
"02/29/2024","117.43","108.177","117.43","117.43","5694.26M","8.55%"
"03/01/2024","125.682","117.43","125.682","125.682","8070.92M","7.03%"
"03/02/2024","130.047","125.682","130.047","130.047","5400.96M","3.47%"
"03/03/2024","129.882","130.047","129.882","129.882","3090.63M","-0.13%"
"03/04/2024","130.306","129.882","130.306","130.306","3362.22M","0.33%"
"03/05/2024","133.324","130.306","133.324","133.324","4457.0M","2.32%"
"03/06/2024","126.391","133.324","126.391","126.391","9474.09M","-5.2%"
"03/07/2024","130.667","126.391","130.667","130.667","5149.67M","3.38%"
"03/08/2024","144.105","130.667","144.105","144.105","7176.95M","10.28%"
"03/09/2024","145.191","144.105","145.191","145.191","5495.48M","0.75%"
"03/10/2024","144.817","145.191","144.817","144.817","2989.79M","-0.26%"
"03/11/2024","144.258","144.817","144.258","144.258","3606.62M","-0.39%"
"03/12/2024","148.793","144.258","148.793","148.793","5948.38M","3.14%"
"03/13/2024","150.73","148.793","150.73","150.73","7152.6M","1.3%"
"03/14/2024","163.626","150.73","163.626","163.626","6106.71M","8.56%"
"03/15/2024","176.223","163.626","176.223","176.223","9107.86M","7.7%"
"03/16/2024","183.924","176.223","183.924","183.924","14052.2M","4.37%"
"03/17/2024","180.802","183.924","180.802","180.802","12283.47M","-1.7%"
"03/18/2024","202.519","180.802","202.519","202.519","11964.57M","12.01%"
"03/19/2024","196.345","202.519","196.345","196.345","12536.49M","-3.05%"
"03/20/2024","169.598","196.345","169.598","169.598","11941.25M","-13.62%"
"03/21/2024","191.442","169.598","191.442","191.442","9142.06M","12.88%"
"03/22/2024","179.554","191.442","179.554","179.554","6102.63M","-6.21%"
"03/23/2024","173.456","179.554","173.456","173.456","4530.69M","-3.4%"
"03/24/2024","173.454","173.456","173.454","173.454","2950.14M","-0.0%"
"03/25/2024","184.022","173.454","184.022","184.022","2903.67M","6.09%"
"03/26/2024","188.997","184.022","188.997","188.997","4384.51M","2.7%"
"03/27/2024","191.236","188.997","191.236","191.236","4010.91M","1.18%"
"03/28/2024","186.139","191.236","186.139","186.139","4361.86M","-2.67%"
"03/29/2024","189.575","186.139","189.575","189.575","3248.95M","1.85%"
"03/30/2024","192.027","189.575","192.027","192.027","3453.39M","1.29%"
"03/31/2024","194.481","192.027","194.481","194.481","3155.98M","1.28%"
"04/01/2024","202.814","194.481","202.814","202.814","2561.74M","4.28%"
"04/02/2024","192.725","202.814","192.725","192.725","4161.06M","-4.97%"
"04/03/2024","181.441","192.725","181.441","181.441","5007.46M","-5.86%"
"04/04/2024","185.511","181.441","185.511","185.511","4556.59M","2.24%"
"04/05/2024","183.821","185.511","183.821","183.821","4485.79M","-0.91%"
"04/06/2024","175.168","183.821","175.168","175.168","7594.79M","-4.71%"
"04/07/2024","178.96","175.168","178.96","178.96","4990.29M","2.16%"
"04/08/2024","179.582","178.96","179.582","179.582","1994.74M","0.35%"
"04/09/2024","180.643","179.582","180.643","180.643","3098.23M","0.59%"
"04/10/2024","172.547","180.643","172.547","172.547","2989.13M","-4.48%"
"04/11/2024","173.122","172.547","173.122","173.122","3758.88M","0.33%"
"04/12/2024","172.696","173.122","172.696","172.696","3172.49M","-0.25%"
"04/13/2024","153.768","172.696","153.768","153.768","5031.42M","-10.96%"
"04/14/2024","140.181","153.768","140.181","140.181","9822.09M","-8.84%"
"04/15/2024","151.547","140.181","151.547","151.547","8511.03M","8.11%"
"04/16/2024","138.414","151.547","138.414","138.414","6284.72M","-8.67%"
"04/17/2024","136.416","138.414","136.416","136.416","5769.43M","-1.44%"
"04/18/2024","132.531","136.416","132.531","132.531","5195.97M","-2.85%"
"04/19/2024","142.132","132.531","142.132","142.132","4473.58M","7.24%"
"04/20/2024","143.245","142.132","143.245","143.245","6474.74M","0.78%"
"04/21/2024","150.517","143.245","150.517","150.517","3334.93M","5.08%"
"04/22/2024","148.741","150.517","148.741","148.741","2697.66M","-1.18%"
"04/23/2024","156.992","148.741","156.992","156.992","3462.46M","5.55%"
"04/24/2024","154.694","156.992","154.694","154.694","3123.68M","-1.46%"
"04/25/2024","147.745","154.694","147.745","147.745","4398.06M","-4.49%"
"04/26/2024","144.988","147.745","144.988","144.988","4244.0M","-1.87%"
"04/27/2024","139.259","144.988","139.259","139.259","2954.05M","-3.95%"
"04/28/2024","141.582","139.259","141.582","141.582","2641.13M","1.67%"
"04/29/2024","137.718","141.582","137.718","137.718","2093.76M","-2.73%"
"04/30/2024","137.671","137.718","137.671","137.671","2710.94M","-0.03%"
"05/01/2024","127.039","137.671","127.039","127.039","3949.64M","-7.72%"
"05/02/2024","134.754","127.039","134.754","134.754","4578.08M","6.07%"
"05/03/2024","137.916","134.754","137.916","137.916","4018.76M","2.35%"
"05/04/2024","143.55","137.916","143.55","143.55","3482.33M","4.09%"
"05/05/2024","146.111","143.55","146.111","146.111","3337.41M","1.78%"
"05/06/2024","145.686","146.111","145.686","145.686","2258.97M","-0.29%"
"05/07/2024","152.655","145.686","152.655","152.655","3129.08M","4.78%"
"05/08/2024","148.187","152.655","148.187","148.187","3020.81M","-2.93%"
"05/09/2024","142.516","148.187","142.516","142.516","3002.8M","-3.83%"
"05/10/2024","152.726","142.516","152.726","152.726","2769.02M","7.16%"
"05/11/2024","146.31","152.726","146.31","146.31","2719.66M","-4.2%"
"05/12/2024","145.308","146.31","145.308","145.308","1411.34M","-0.68%"
"05/13/2024","143.587","145.308","143.587","143.587","1012.73M","-1.18%"
"05/14/2024","147.145","143.587","147.145","147.145","2797.52M","2.48%"
"05/15/2024","142.084","147.145","142.084","142.084","2475.11M","-3.44%"
"05/16/2024","158.013","142.084","158.013","158.013","3166.25M","11.21%"
"05/17/2024","159.145","158.013","159.145","159.145","3010.34M","0.72%"
"05/18/2024","169.5","159.145","169.5","169.5","2940.81M","6.51%"
"05/19/2024","172.451","169.5","172.451","172.451","2302.11M","1.74%"
"05/20/2024","170.067","172.451","170.067","170.067","2201.39M","-1.38%"
"05/21/2024","186.325","170.067","186.325","186.325","4223.67M","9.56%"
"05/22/2024","178.174","186.325","178.174","178.174","4264.61M","-4.37%"
"05/23/2024","176.869","178.174","176.869","176.869","3391.95M","-0.73%"
"05/24/2024","176.064","176.869","176.064","176.064","4803.5M","-0.46%"
"05/25/2024","167.767","176.064","167.767","167.767","3550.8M","-4.71%"
"05/26/2024","168.37","167.767","168.37","168.37","1678.12M","0.36%"
"05/27/2024","163.359","168.37","163.359","163.359","2230.26M","-2.98%"
"05/28/2024","169.814","163.359","169.814","169.814","2411.0M","3.95%"
"05/29/2024","168.751","169.814","168.751","168.751","2899.98M","-0.63%"
"05/30/2024","168.135","168.751","168.135","168.135","2520.23M","-0.36%"
"05/31/2024","167.014","168.135","167.014","167.014","2816.03M","-0.67%"
"06/01/2024","165.914","167.014","165.914","165.914","2443.69M","-0.66%"
"06/02/2024","165.963","165.914","165.963","165.963","1004.76M","0.03%"
"06/03/2024","163.119","165.963","163.119","163.119","1496.34M","-1.71%"
"06/04/2024","164.813","163.119","164.813","164.813","2044.86M","1.04%"
"06/05/2024","171.728","164.813","171.728","171.728","1750.95M","4.2%"
"06/06/2024","173.77","171.728","173.77","173.77","2286.67M","1.19%"
"06/07/2024","170.373","173.77","170.373","170.373","1965.48M","-1.95%"
"06/08/2024","162.453","170.373","162.453","162.453","3548.05M","-4.65%"
"06/09/2024","158.181","162.453","158.181","158.181","1667.8M","-2.63%"
"06/10/2024","162.064","158.181","162.064","162.064","1435.77M","2.45%"
"06/11/2024","158.886","162.064","158.886","158.886","1758.49M","-1.96%"
"06/12/2024","149.302","158.886","149.302","149.302","3108.52M","-6.03%"
"06/13/2024","154.857","149.302","154.857","154.857","3134.9M","3.72%"
"06/14/2024","147.235","154.857","147.235","147.235","2420.81M","-4.92%"
"06/15/2024","143.021","147.235","143.021","143.021","2657.81M","-2.86%"
"06/16/2024","145.282","143.021","145.282","145.282","1163.45M","1.58%"
"06/17/2024","150.656","145.282","150.656","150.656","1310.56M","3.7%"
"06/18/2024","143.202","150.656","143.202","143.202","2454.14M","-4.95%"
"06/19/2024","137.463","143.202","137.463","137.463","4344.91M","-4.01%"
"06/20/2024","135.403","137.463","135.403","135.403","2636.12M","-1.5%"
"06/21/2024","133.443","135.403","133.443","133.443","2560.26M","-1.45%"
"06/22/2024","134.513","133.443","134.513","134.513","2427.91M","0.8%"
"06/23/2024","133.486","134.513","133.486","133.486","1097.68M","-0.76%"
"06/24/2024","128.54","133.486","128.54","128.54","1252.6M","-3.71%"
"06/25/2024","132.338","128.54","132.338","132.338","3858.6M","2.95%"
"06/26/2024","136.514","132.338","136.514","136.514","2814.1M","3.16%"
"06/27/2024","136.442","136.514","136.442","136.442","1948.97M","-0.05%"
"06/28/2024","149.231","136.442","149.231","149.231","3176.7M","9.37%"
"06/29/2024","139.726","149.231","139.726","139.726","2594.3M","-6.37%"
"06/30/2024","139.867","139.726","139.867","139.867","1346.29M","0.1%"
"07/01/2024","146.429","139.867","146.429","146.429","1780.44M","4.69%"
"07/02/2024","146.347","146.429","146.347","146.347","2006.89M","-0.06%"
"07/03/2024","153.639","146.347","153.639","153.639","2427.0M","4.98%"
"07/04/2024","140.724","153.639","140.724","140.724","3214.19M","-8.41%"
"07/05/2024","127.935","140.724","127.935","127.935","3791.02M","-9.09%"
"07/06/2024","134.42","127.935","134.42","134.42","5884.81M","5.07%"
"07/07/2024","143.101","134.42","143.101","143.101","2489.34M","6.46%"
"07/08/2024","131.853","143.101","131.853","131.853","2189.33M","-7.86%"
"07/09/2024","139.318","131.853","139.318","139.318","4080.26M","5.66%"
"07/10/2024","141.457","139.318","141.457","141.457","2918.13M","1.54%"
"07/11/2024","141.923","141.457","141.923","141.923","2267.42M","0.33%"
"07/12/2024","136.074","141.923","136.074","136.074","2968.51M","-4.12%"
"07/13/2024","139.362","136.074","139.362","139.362","2492.12M","2.42%"
"07/14/2024","141.675","139.362","141.675","141.675","1319.67M","1.66%"
"07/15/2024","147.955","141.675","147.955","147.955","2482.81M","4.43%"
"07/16/2024","159.924","147.955","159.924","159.924","3109.65M","8.09%"
"07/17/2024","160.783","159.924","160.783","160.783","3487.08M","0.54%"
"07/18/2024","155.402","160.783","155.402","155.402","2719.71M","-3.35%"
"07/19/2024","159.015","155.402","159.015","159.015","2617.15M","2.32%"
"07/20/2024","169.216","159.015","169.216","169.216","4472.68M","6.42%"
"07/21/2024","174.102","169.216","174.102","174.102","2111.3M","2.89%"
"07/22/2024","184.451","174.102","184.451","184.451","4015.8M","5.94%"
"07/23/2024","178.981","184.451","178.981","178.981","3355.0M","-2.97%"
"07/24/2024","173.033","178.981","173.033","173.033","3948.27M","-3.32%"
"07/25/2024","178.019","173.033","178.019","178.019","3972.47M","2.88%"
"07/26/2024","171.696","178.019","171.696","171.696","5008.78M","-3.55%"
"07/27/2024","183.084","171.696","183.084","183.084","3292.35M","6.63%"
"07/28/2024","184.669","183.084","184.669","184.669","4036.79M","0.87%"
