day,pSOL,nSOL,value of SOL in $,daily mint of fSOL,daily burn of fSOL,daily mint of xSOL,daily burn of xSOL,pX,nX,Marketcap xSOL,pF,nF,Marketcap fSOL,Total mcap,fSOL adjustment,Collaterization ratio
760,21.74,3821.291620033082,83074.87981951919,0,531,10376,0,0.2364745556943593,203617.0,48150.23960681836,1,34924.64021270083,34924.64021270083,83074.87981951919,0.0,2.288838090154253
761,22.825,3871.01169351909,88355.84190457323,0,109,4843,0,0.25683681133969294,208460.0,53540.20169187239,1,34815.64021270083,34815.64021270083,88355.84190457323,0.0,2.4974052902493744
762,21.928,3619.5244759623297,79368.93270890196,0,1494,0,16740,0.24017991078761286,191720.0,46047.29249620114,1,33321.64021270083,33321.64021270083,79368.93270890196,0.0,2.438086558136044
763,21.655,3413.696328104948,73923.59398511265,0,2836,0,6898,0.2350258831330243,184822.0,43437.95377241182,1,30485.640212700833,30485.640212700833,73923.59398511265,0.0,2.3522492298289905
764,20.632,3278.1373536431506,67634.52988036549,0,1534,0,5843,0.21613088500698213,178979.0,38682.889667664655,1,28951.640212700833,28951.640212700833,67634.52988036549,0.0,2.310313385254687
765,20.673,3212.0824245259682,66403.37996222534,0,102,0,5826,0.21688183138336906,173153.0,37553.7397495245,1,28849.640212700833,28849.640212700833,66403.37996222533,0.0,2.340763183501265
766,20.932,3141.1441335345153,65750.42900314447,0,378,0,4993,0.22168642239797592,168160.0,37278.78879044363,1,28471.640212700833,28471.640212700833,65750.42900314447,0.0,2.3305423850858884
767,20.184,3084.4619162231024,62256.779317047105,0,2343,5772,0,0.20771415900665932,173932.0,36128.13910434627,1,26128.640212700833,26128.640212700833,62256.779317047105,0.0,2.226807191915075
768,20.906,3080.0993116266695,64392.55620886715,1665,0,0,7964,0.22051790704332352,165968.0,36598.91599616632,1,27793.640212700833,27793.640212700833,64392.55620886715,0.0,2.4679340484475483
769,20.832,3152.211673182097,65666.87357572945,325,0,5372,0,0.2191445859870936,171340.0,37548.233363028616,1,28118.640212700833,28118.640212700833,65666.87357572945,0.0,2.3086083135841102
770,20.944,3185.4187591090804,66715.41049078057,0,503,5418,0,0.22120509554350998,176758.0,39099.77027807973,1,27615.640212700833,27615.640212700833,66715.41049078057,0.0,2.347905900986829
771,20.99,3195.2729644595447,67068.77952400583,1329,0,0,5054,0.22203407789745733,171704.0,38124.139311305014,1,28944.640212700833,28944.640212700833,67068.77952400585,0.0,2.4211620385664214
772,20.673,3216.9210709256085,66503.4092992451,1070,0,0,2880,0.2161349635510607,168824.0,36488.76908654427,1,30014.640212700833,30014.640212700833,66503.4092992451,0.0,2.28214541652126
773,21.047,3044.328264339467,64073.97697955276,0,1149,0,11124,0.22326148869278334,157700.0,35208.336766851935,1,28865.640212700833,28865.640212700833,64073.97697955277,0.0,2.255783754193427
774,20.347,2968.146875697904,60392.884479825254,0,219,0,6346,0.20974830045538556,151354.0,31746.244267124428,1,28646.640212700833,28646.640212700833,60392.88447982526,0.0,2.1459058845769285
775,20.35,2911.0073988447143,59239.00056648994,895,0,0,9808,0.20980713233711373,141546.0,29697.3603537891,1,29541.640212700833,29541.640212700833,59239.000566489936,0.0,2.108512149137562
776,20.29,2796.4965876926876,56740.91576428463,0,2824,2400,0,0.2085731840522404,143946.0,30023.275551583796,1,26717.640212700833,26717.640212700833,56740.915764284626,0.0,1.9993588608247193
777,19.612,3080.9717509782845,60424.01798018611,647,0,25241,0,0.19540140653528512,169187.0,33059.37776748528,1,27364.640212700833,27364.640212700833,60424.017980186116,0.0,2.052759549166967
778,19.53,2987.94067306489,58354.4813449573,440,0,0,11639,0.1939081494671876,157548.0,30549.84113225647,1,27804.640212700833,27804.640212700833,58354.481344957305,0.0,2.1988733573291555
779,20.028,2944.2691857840114,58967.823252882175,0,362,0,2521,0.20335285492321561,155027.0,31525.183040181346,1,27442.640212700833,27442.640212700833,58967.82325288218,0.0,2.1522478026098777
780,19.213,2836.028343062554,54488.61255526086,0,2641,2988,0,0.18787439383957233,158015.0,29686.97234256002,1,24801.640212700833,24801.640212700833,54488.61255526086,0.0,2.0613265862184664
781,19.25,2783.2221891212166,53577.02714058342,0,877,0,740,0.1885384640145134,157275.0,29652.386927882595,1,23924.640212700833,23924.640212700833,53577.02714058343,0.0,2.2012070627488987
782,19.35,2850.4702913240035,55156.60013711947,0,1596,15224,0,0.19030811729006333,172499.0,32827.95992441863,1,22328.640212700833,22328.640212700833,55156.600137119465,0.0,2.251041139206158
783,20.424,2772.501122683138,56625.56292968041,0,894,0,3357,0.20805549607418367,169142.0,35190.92271697957,1,21434.640212700833,21434.640212700833,56625.5629296804,0.0,2.6073242559968453
784,20.802,2810.2009431615734,58457.800019647046,0,449,5756,0,0.21425150548860605,174898.0,37472.15980694622,1,20985.640212700833,20985.640212700833,58457.80001964705,0.0,2.6906711650742277
785,20.572,2721.3282068502895,55983.163871324155,0,1264,0,2680,0.21055594455064697,172218.0,36261.52365862332,1,19721.640212700833,19721.640212700833,55983.163871324155,0.0,2.754810109044541
786,21.253,2679.38896373642,56945.05364629014,0,946,247,0,0.2213168668053767,172465.0,38169.413433589296,1,18775.640212700833,18775.640212700833,56945.05364629013,0.0,2.932635813067023
787,20.823,2722.3395811195464,56687.27709765232,1373,0,0,2230,0.2146364548121801,170235.0,36538.636884951484,1,20148.640212700833,20148.640212700833,56687.27709765232,0.0,2.9715586664332334
788,20.497,2752.278764475883,56413.45783546217,1479,0,0,4132,0.20942317491412757,166103.0,34785.81762276133,1,21627.640212700833,21627.640212700833,56413.45783546216,0.0,2.7694074540590368
789,21.258,2548.217359743355,54170.004633424236,0,1140,0,14403,0.22203272525196704,151700.0,33682.3644207234,1,20487.640212700833,20487.640212700833,54170.004633424236,0.0,2.7052392863863863
790,21.19,2540.2404213580294,53827.69452857665,1466,0,0,7402,0.22089047884153498,144298.0,31874.054315875816,1,21953.640212700833,21953.640212700833,53827.69452857665,0.0,2.6355756589032486
791,21.83,2515.8107006232426,54920.14759460538,0,869,1446,0,0.23215712058063828,145744.0,33835.50738190454,1,21084.640212700833,21084.640212700833,54920.147594605376,0.0,2.5259340984446084
792,20.0,2489.8964240727037,49797.92848145407,642,0,0,5785,0.2005679396734275,139959.0,28071.28826875324,1,21726.640212700833,21726.640212700833,49797.92848145407,0.0,2.386391871280577
793,20.39,2500.6375417730924,50987.99947675336,0,677,4318,0,0.20750611160512433,144277.0,29938.359264052524,1,21049.640212700833,21049.640212700833,50987.99947675336,0.0,2.336716012684013
794,18.627,2541.9214009155203,47348.36993485339,32,0,4165,0,0.17694944639760013,148442.0,26266.72972215256,1,21081.640212700833,21081.640212700833,47348.36993485339,0.0,2.212834757265948
795,18.892,2533.1402667221596,47856.085918915036,0,955,4348,0,0.18148730745607827,152790.0,27729.4457062142,1,20126.640212700833,20126.640212700833,47856.085918915036,0.0,2.277905258869028
796,17.398,2614.4317646027584,45485.88384055879,285,0,7206,0,0.15671794062262778,159996.0,25074.243627857955,1,20411.640212700833,20411.640212700833,45485.88384055879,0.0,2.189713429299588
797,15.623,2532.4627091581688,39564.66490517807,0,52,0,9620,0.1277133631196284,150376.0,19205.02469247724,1,20359.640212700833,20359.640212700833,39564.66490517807,0.0,2.001077181096576
798,15.551,2584.2707302578115,40187.994126239224,0,125,7357,0,0.12650082045950053,157733.0,19953.353913538398,1,20234.640212700833,20234.640212700833,40187.99412623923,0.0,1.9343331796969105
799,15.19,2336.4175882446457,35490.18316543617,0,2570,0,9909,0.12058625766272954,147824.0,17825.54295273533,1,17664.640212700833,17664.640212700833,35490.18316543616,0.0,1.9399935941523
800,15.038,2522.300192328261,37930.35029223239,514,0,19303,0,0.11818383672016824,167127.0,19751.71007953156,1,18178.640212700833,18178.640212700833,37930.3502922324,0.0,1.9890044330911971
801,14.488,2542.5491508456107,36836.452097451205,187,0,968,0,0.10988317252000579,168095.0,18470.811884750372,1,18365.640212700833,18365.640212700833,36836.452097451205,0.0,2.0102210483774448
802,14.787,2650.1781683122776,39188.18457483365,0,556,18771,0,0.11440574723134664,186866.0,21378.54436213282,1,17809.640212700833,17809.640212700833,39188.18457483365,0.0,2.0471202668749826
803,15.32,2570.337984301338,39377.5779194965,0,305,0,7528,0.12196488031981881,179338.0,21872.937706795667,1,17504.640212700833,17504.640212700833,39377.5779194965,0.0,2.2797052076094126
804,15.64,2535.619746548328,39657.09283601585,0,309,0,1849,0.12655123767284177,177489.0,22461.452623315014,1,17195.640212700833,17195.640212700833,39657.09283601584,0.0,2.296538836902513
805,15.448,2512.0633097106756,38806.35400841052,0,834,3797,0,0.12380831280799225,181286.0,22444.713795709682,1,16361.640212700833,16361.640212700833,38806.35400841052,0.0,2.2779177372964057
806,16.102,2548.3519352039884,41033.56286065462,925,0,0,2564,0.13287073022881232,178722.0,23746.922647953797,1,17286.640212700833,17286.640212700833,41033.56286065463,0.0,2.472199784809001
807,16.633,2550.7674261773363,42426.91459960763,200,0,0,1138,0.1404421253429746,177584.0,24940.2743869068,1,17486.640212700833,17486.640212700833,42426.91459960763,0.0,2.4519939801318693
808,17.245,2488.145072500285,42908.06177526742,637,0,0,11505,0.14923272396008275,166079.0,24784.421562566582,1,18123.640212700833,18123.640212700833,42908.061775267415,0.0,2.515519489700427
809,16.634,2452.650611780387,40797.390276354956,0,280,0,2216,0.14007890776840484,163863.0,22953.750063654123,1,17843.640212700833,17843.640212700833,40797.390276354956,0.0,2.283636435629839
810,17.142,2410.888129361315,41327.44431351166,0,811,644,0,0.14768249436687086,164507.0,24294.804100810827,1,17032.640212700833,17032.640212700833,41327.44431351166,0.0,2.3562085026357784
811,16.642,2515.250321757284,41858.795854684715,291,0,10301,0,0.14035487873543476,174808.0,24535.155641983878,1,17323.640212700833,17323.640212700833,41858.79585468471,0.0,2.3555948900343107
812,16.964,2486.2187844807727,42176.215459931824,0,323,0,1169,0.14498802254810836,173639.0,25175.575247230987,1,17000.640212700833,17000.640212700833,42176.21545993182,0.0,2.4630335157277155
813,16.262,2391.730133487718,38894.31543077727,0,1780,1804,0,0.13493656183533362,175443.0,23673.675218076434,1,15220.640212700833,15220.640212700833,38894.315430777264,0.0,2.3781980776830527
814,16.622,2409.4111350645035,40049.23188704217,0,89,2738,0,0.13984426888580342,178181.0,24917.59167434134,1,15131.640212700833,15131.640212700833,40049.23188704217,0.0,2.6119360107900773
815,15.965,2362.4728823754112,37716.87956712344,459,0,0,9227,0.13096013917647764,168954.0,22126.239354422603,1,15590.640212700833,15590.640212700833,37716.87956712344,0.0,2.542107017520673
816,17.99,2392.622423324826,43043.277395613615,0,49,3713,0,0.1592755835389089,172667.0,27501.637182912782,1,15541.640212700833,15541.640212700833,43043.277395613615,0.0,2.726051436894203
817,18.858,2475.212467999287,46677.55672153056,0,283,10744,0,0.1713033379068307,183411.0,31418.916508829723,1,15258.640212700833,15258.640212700833,46677.55672153056,0.0,2.903173219914514
818,18.719,2508.2779869375536,46952.45563748407,182,0,2579,0,0.16942747150267884,185990.0,31511.81542478324,1,15440.640212700833,15440.640212700833,46952.455637484076,0.0,3.0365420209536134
819,19.462,2484.98478705769,48362.77392571676,17,0,0,2621,0.17944763680347242,183369.0,32905.13371301594,1,15457.640212700833,15457.640212700833,48362.77392571677,0.0,3.1615338165592743
820,19.234,2518.1783367165385,48434.6421284059,782,0,0,814,0.17635782046892756,182555.0,32195.00191570507,1,16239.640212700833,16239.640212700833,48434.6421284059,0.0,3.0920759402198836
821,19.134,2528.648541145798,48383.1611862837,702,0,0,2867,0.1749784124347918,179688.0,31441.520973582872,1,16941.640212700833,16941.640212700833,48383.1611862837,0.0,2.966988410066562
822,18.99,2339.596221889443,44428.93225368052,233,0,0,22105,0.1729519811209311,157583.0,27254.292040979686,1,17174.640212700833,17174.640212700833,44428.93225368052,0.0,2.8343793867349234
823,19.641,2445.2794785411884,48027.73423802748,705,0,7506,0,0.18261721874459627,165089.0,30148.094025326653,1,17879.640212700833,17879.640212700833,48027.734238027486,0.0,2.675573335163582
824,21.493,2485.0088013941313,53410.29416836406,1274,0,0,2000,0.21004883196085095,163089.0,34256.65395566322,1,19153.640212700833,19153.640212700833,53410.29416836405,0.0,2.939454665030241
825,21.823,2414.2545569672266,52686.27719669579,0,1098,0,2074,0.21507708588637675,161015.0,34630.636983994955,1,18055.640212700833,18055.640212700833,52686.27719669579,0.0,2.831333703181071
826,21.342,2512.810209571409,53628.39549267301,217,0,9075,0,0.20786498489018856,170090.0,35355.755279972174,1,18272.640212700833,18272.640212700833,53628.39549267301,0.0,2.853680077129053
827,21.305,2467.0526809018024,52560.5573666129,704,0,0,8098,0.20731836852382876,161992.0,33583.917153912065,1,18976.640212700833,18976.640212700833,52560.5573666129,0.0,2.9298131464170023
828,22.078,2593.515277662772,57259.63030023868,696,0,9567,0,0.21909075063119882,171559.0,37586.99008753784,1,19672.640212700833,19672.640212700833,57259.63030023867,0.0,2.8702440726307024
829,21.942,2614.5184457701707,57367.76373708909,0,503,4441,0,0.21703479275220602,176000.0,38198.12352438826,1,19169.640212700833,19169.640212700833,57367.763737089095,0.0,2.8926931823689293
830,25.995,2635.4040523313047,68507.32834035227,1971,0,0,5151,0.27724299309712935,170849.0,47366.688127651454,1,21140.640212700833,21140.640212700833,68507.32834035228,0.0,3.54541901901559
831,26.679,2726.881820115522,72750.480078862,3434,0,0,3452,0.28779392621230465,167397.0,48175.839866161165,1,24574.640212700833,24574.640212700833,72750.48007886199,0.0,3.3258190861176566
832,27.456,2658.1107915537605,72981.08989290004,827,0,0,9037,0.3004511851490226,158360.0,47579.44968019921,1,25401.640212700833,25401.640212700833,72981.08989290005,0.0,3.04660685182269
833,27.42,2654.4725068867424,72785.63613883448,171,0,0,903,0.29984691646693157,157457.0,47212.99592613364,1,25572.640212700833,25572.640212700833,72785.63613883447,0.0,2.8693185673876833
834,26.804,2715.5309083445713,72787.09046726789,420,0,4203,0,0.2894621443434805,161660.0,46794.450254567055,1,25992.640212700833,25992.640212700833,72787.09046726789,0.0,2.7822892154582792
835,25.554,2771.986078493703,70835.33224982809,2360,0,0,3417,0.26846490547529595,158243.0,42482.69203712726,1,28352.640212700833,28352.640212700833,70835.33224982809,0.0,2.669704818902148
836,26.32,2727.9668169307033,71800.08662161611,0,939,0,779,0.281883137789687,157464.0,44386.446408915275,1,27413.640212700833,27413.640212700833,71800.08662161611,0.0,2.5732585409549174
837,25.371,2653.809464956289,67329.799935406,0,2961,4067,0,0.26544229728476376,161531.0,42877.159722705175,1,24452.640212700833,24452.640212700833,67329.79993540602,0.0,2.5247010457328125
838,25.492,2566.6592039502552,65429.27642709991,32,0,0,8427,0.26743021876893525,153104.0,40944.63621439906,1,24484.640212700833,24484.640212700833,65429.276427099896,0.0,2.766609670457077
839,24.52,2597.7887606237236,63697.7804104937,3960,0,0,12729,0.2511354600020863,140375.0,35253.14019779287,1,28444.640212700833,28444.640212700833,63697.7804104937,0.0,2.570365875673128
840,24.76,2703.035635097845,66927.16232502264,0,71,10474,0,0.2555769154076051,150849.0,38553.52211232182,1,28373.640212700833,28373.640212700833,66927.16232502265,0.0,2.261278372026069
841,23.37,2784.877332669253,65082.58326448045,187,0,7481,0,0.23066975969039108,158330.0,36521.94305177962,1,28560.640212700833,28560.640212700833,65082.583264480454,0.0,2.226360182151038
842,23.27,2696.718822017255,62752.64698834153,0,1036,0,4436,0.22891085276645415,153894.0,35228.00677564069,1,27524.640212700833,27524.640212700833,62752.64698834153,0.0,2.2690001011390257
843,25.19,2748.3883354759932,69231.90217064027,3172,0,0,7124,0.26255544019853816,146770.0,38535.261957939445,1,30696.640212700833,30696.640212700833,69231.90217064027,0.0,2.467983109013328
844,25.102,2715.798713889149,68171.97931604541,0,374,0,1702,0.26090756819798017,145068.0,37849.33910334459,1,30322.640212700833,30322.640212700833,68171.97931604541,0.0,2.2474786660389476
845,24.82,2752.6339164887027,68320.3738072496,1130,0,0,844,0.25562828374298846,144224.0,36867.733594548765,1,31452.640212700833,31452.640212700833,68320.37380724959,0.0,2.222963554819187
846,25.16,2722.5980226806646,68500.56625064553,0,124,0,2410,0.2621174639876506,141814.0,37171.926037944686,1,31328.640212700833,31328.640212700833,68500.56625064553,0.0,2.201922282851457
847,24.25,2792.6115530652696,67720.83016183278,0,2229,16051,0,0.24464694485244962,157865.0,38621.18994913196,1,29099.640212700833,29099.640212700833,67720.8301618328,0.0,2.107432738917279
848,23.72,2955.77381525951,70110.95489795557,1170,0,11477,0,0.23527131299532741,169342.0,39841.314685254736,1,30269.640212700833,30269.640212700833,70110.95489795557,0.0,2.276342441161755
849,24.01,2918.662845329065,70077.09491635085,115,0,0,4186,0.2403331075083559,165156.0,39692.45470365003,1,30384.640212700833,30384.640212700833,70077.09491635086,0.0,2.344531643114917
850,23.148,2962.3251109977887,68571.9016693768,0,895,8466,0,0.22509970773678442,173622.0,39082.26145667599,1,29489.640212700833,29489.640212700833,68571.90166937682,0.0,2.223531595922485
851,22.64,3160.459573298884,71552.80473948675,498,0,18425,0,0.2164322510988763,192047.0,41565.16452678589,1,29987.640212700833,29987.640212700833,71552.80473948672,0.0,2.2742576724996786
852,22.796,3134.71615368804,71458.98943947256,0,584,0,13,0.21899949606200841,192034.0,42055.34922677172,1,29403.640212700833,29403.640212700833,71458.98943947256,0.0,2.4025177013564205
853,22.648,2965.9293831916216,67172.36867052385,0,3213,0,2815,0.21658358017864487,189219.0,40981.728457823,1,26190.640212700833,26190.640212700833,67172.36867052384,0.0,2.4144987129199253
854,23.197,2977.9992966041455,69080.64968332637,2651,0,0,10529,0.2251889275875848,178690.0,40239.009470625526,1,28841.640212700833,28841.640212700833,69080.64968332637,0.0,2.6269179883786116
855,23.109,3009.369886307088,69543.5287026705,1214,0,0,2186,0.22372234334615465,176504.0,39487.88848996968,1,30055.640212700833,30055.640212700833,69543.5287026705,0.0,2.386084329382902
856,24.21,2846.621201343686,68916.69928453064,0,2071,0,7708,0.24249424791955862,168796.0,40932.05907182982,1,27984.640212700833,27984.640212700833,68916.69928453065,0.0,2.4240656473092512
857,24.385,2921.96896030531,71252.21309704498,2099,0,0,1066,0.2454454950476608,167730.0,41168.57288434415,1,30083.640212700833,30083.640212700833,71252.21309704498,0.0,2.48046276340054
858,24.605,2779.3288064898647,68385.38528368312,0,803,0,10858,0.24927804242300908,156872.0,39104.74507098228,1,29280.640212700833,29280.640212700833,68385.3852836831,0.0,2.389838655162456
859,24.618,2714.4226237144735,66823.65615060291,0,512,0,4352,0.24950836570877305,152520.0,38055.01593790206,1,28768.640212700833,28768.640212700833,66823.6561506029,0.0,2.3367493354359383
860,24.902,2692.555192488255,67050.00940334254,0,584,155,0,0.2545627587400799,152675.0,38865.36919064169,1,28184.640212700833,28184.640212700833,67050.00940334253,0.0,2.3495914883698967
861,24.23,2645.3923376859416,64097.85634213036,0,760,0,1577,0.24271145964492935,151098.0,36673.21612942954,1,27424.640212700833,27424.640212700833,64097.85634213037,0.0,2.3147576772894576
862,25.176,2697.0259704188525,67900.32583126503,0,61,5249,0,0.2592738307646721,156347.0,40536.68561856419,1,27363.640212700833,27363.640212700833,67900.32583126501,0.0,2.428487556337656
863,23.946,2891.6057645680935,69242.39163834757,3088,0,6601,0,0.2380560143459677,162948.0,38790.75142564675,1,30451.640212700833,30451.640212700833,69242.39163834759,0.0,2.3601751589203275
864,22.816,2738.4758057706617,62481.06398446341,0,1687,0,8288,0.21800351591725448,154660.0,33716.42377176258,1,28764.640212700833,28764.640212700833,62481.06398446341,0.0,2.1665459286777162
865,21.7,2974.9128237036957,64555.60827437019,1958,0,16004,0,0.1982431447854812,170664.0,33832.96806166936,1,30722.640212700833,30722.640212700833,64555.60827437019,0.0,2.065901904067087
866,21.348,3199.515604084551,68303.25911599699,0,355,26807,0,0.19210729121388026,197471.0,37935.61890329615,1,30367.640212700833,30367.640212700833,68303.25911599697,0.0,2.0671543370212015
867,21.9,3027.617241818102,66304.81759581642,0,1015,0,13676,0.20105104808681185,183795.0,36952.17738311558,1,29352.640212700833,29352.640212700833,66304.81759581642,0.0,2.3073703204685008
868,21.768,2894.433822396554,63006.035445928195,0,3242,1724,0,0.1988766392295525,185519.0,36895.395233227355,1,26110.640212700833,26110.640212700833,63006.03544592819,0.0,2.2452894064152837
869,21.19,2872.284972047192,60863.71855768,0,206,0,1387,0.1898587879617837,184132.0,34959.078344979156,1,25904.640212700833,25904.640212700833,60863.71855767999,0.0,2.3489677846638606
870,20.584,2694.7465586597446,55468.663163452184,0,902,0,15257,0.18040576136640324,168875.0,30466.022950751347,1,25002.640212700833,25002.640212700833,55468.66316345218,0.0,2.2823368083541964
871,21.738,2573.2147287166563,55936.54177284268,0,1034,0,8087,0.19882019528908776,160788.0,31967.901560141843,1,23968.640212700833,23968.640212700833,55936.54177284268,0.0,2.3428885987164225
872,21.058,2660.3490787831397,56021.630901015356,627,0,6427,0,0.18793762932939345,167215.0,31425.990688314527,1,24595.640212700833,24595.640212700833,56021.63090101536,0.0,2.260735497569116
873,20.42,2721.535672908851,55573.758440798745,1517,0,0,1505,0.17778720794217553,165710.0,29461.11822809791,1,26112.640212700833,26112.640212700833,55573.758440798745,0.0,2.20869746503689
874,20.288,2752.1270505411944,55835.15360137975,0,255,4986,0,0.17561930794323782,170696.0,29977.513388678923,1,25857.640212700833,25857.640212700833,55835.15360137976,0.0,2.1144746483781134
875,20.79,2782.7971379728074,57854.35249845466,929,0,0,1586,0.1837130405402036,169110.0,31067.71228575383,1,26786.640212700833,26786.640212700833,57854.35249845467,0.0,2.2127588175137323
876,20.568,2689.146694336294,55310.369209108896,0,1258,0,3711,0.18005990965125582,165399.0,29781.72899640806,1,25528.640212700833,25528.640212700833,55310.36920910889,0.0,2.136758140600481
877,21.792,2775.4018981935087,60481.55816543294,2250,0,0,1852,0.19996036584426563,163547.0,32702.91795273211,1,27778.640212700833,27778.640212700833,60481.55816543294,0.0,2.2955349080371823
878,20.812,2683.8940146471746,55857.202232837,0,1672,0,1268,0.18332971006806895,162279.0,29750.56202013616,1,26106.640212700833,26106.640212700833,55857.20223283699,0.0,2.0793553558749704
879,19.727,2630.1538979090865,51885.04594405255,0,2088,6215,0,0.16538515158612008,168494.0,27866.405731351715,1,24018.640212700833,24018.640212700833,51885.045944052545,0.0,2.028034890571138
880,19.322,2789.8978143317972,53906.40556851898,0,22,19543,0,0.15906319158366786,188037.0,29909.765355818152,1,23996.640212700833,23996.640212700833,53906.40556851898,0.0,2.1158497385928747
881,19.5,2777.882175774886,54168.702427610275,326,0,0,3465,0.16170417081090005,184572.0,29846.062214909445,1,24322.640212700833,24322.640212700833,54168.702427610275,0.0,2.2671093493611605
882,19.572,2719.093094319098,53218.090042013384,0,701,0,2762,0.16278779951219707,181810.0,29596.44982931255,1,23621.640212700833,23621.640212700833,53218.090042013384,0.0,2.2353128389357884
883,19.517,2663.8520843788683,51990.40113082237,875,0,0,12059,0.1619652368358451,169751.0,27493.76091812154,1,24496.640212700833,24496.640212700833,51990.40113082237,0.0,2.2466069012977368
884,20.258,2502.2406224096626,50690.390528774944,0,682,0,14931,0.17359353000952146,154820.0,26875.750316074114,1,23814.640212700833,23814.640212700833,50690.39052877495,0.0,2.202927220091517
885,19.64,2449.341169804394,48105.060574958305,0,751,0,1760,0.16360525520879046,153060.0,25041.420362257468,1,23063.640212700833,23063.640212700833,48105.060574958305,0.0,2.0636047987790413
886,19.904,2543.4339120809163,50624.50858605856,71,0,10736,0,0.16782991265572866,163796.0,27489.86837335773,1,23134.640212700833,23134.640212700833,50624.50858605857,0.0,2.113789765803742
887,19.61,2689.505268724948,52741.19831969623,303,0,15689,0,0.16326466338131537,179485.0,29303.55810699539,1,23437.640212700833,23437.640212700833,52741.198319696225,0.0,2.155933204810534
888,19.432,2557.7101390127314,49701.42342129539,0,2571,62,0,0.16059741019674265,179547.0,28834.783208594552,1,20866.640212700833,20866.640212700833,49701.42342129539,0.0,2.229851892407761
889,18.23,2603.309228793628,47458.327240907834,1233,0,0,2800,0.14347449760509093,176747.0,25358.687028207005,1,22099.640212700833,22099.640212700833,47458.327240907834,0.0,2.2345262753810147
890,17.736,2835.9384482346545,50298.20431788983,682,0,25286,0,0.13619836415431635,202033.0,27516.564105188994,1,22781.640212700833,22781.640212700833,50298.20431788983,0.0,2.089278017085012
891,17.91,2800.846628843574,50163.163122588405,0,20,0,4389,0.13864080321126662,197644.0,27401.52290988758,1,22761.640212700833,22761.640212700833,50163.16312258841,0.0,2.229499594132215
892,18.398,2863.652425128185,52685.47731750835,2831,0,0,11511,0.14555633393760112,186133.0,27092.83710480751,1,25592.640212700833,25592.640212700833,52685.47731750834,0.0,2.2638955627068875
893,18.85,2862.1114815652304,53950.8014275046,71,0,0,656,0.15251034475866962,185477.0,28287.161214803764,1,25663.640212700833,25663.640212700833,53950.8014275046,0.0,2.109194196653371
894,19.14,2844.879679184501,54450.997059591355,38,0,0,2343,0.1569853596103974,183134.0,28749.356846890514,1,25701.640212700833,25701.640212700833,54450.99705959135,0.0,2.134569114246221
895,19.13,2752.7434139358215,52659.98150859226,0,908,0,5449,0.1568300154537042,177685.0,27866.34129589143,1,24793.640212700833,24793.640212700833,52659.98150859226,0.0,2.1174737414581744
896,18.822,2877.250680233326,54155.612303351656,938,0,9243,0,0.15205839730083684,186928.0,28423.97209065083,1,25731.640212700833,25731.640212700833,54155.61230335166,0.0,2.0897349518913586
897,19.648,2784.550521477847,54710.84864599673,0,549,0,7722,0.1647724319124131,179206.0,29528.2084332959,1,25182.640212700833,25182.640212700833,54710.84864599673,0.0,2.196992531293079
898,20.03,2663.3249400428763,53346.39854905882,0,1739,0,4037,0.17070804957702557,175169.0,29902.75833635799,1,23443.640212700833,23443.640212700833,53346.398549058824,0.0,2.214801405814131
899,20.297,2637.068488634032,53524.579113804946,0,1437,5173,0,0.17476760211766595,180342.0,31517.938901104113,1,22006.640212700833,22006.640212700833,53524.579113804946,0.0,2.3058495104682613
900,19.463,2687.282849520305,52302.586100213695,57,0,5661,0,0.16257235575508383,186003.0,30238.94588751286,1,22063.640212700833,22063.640212700833,52302.586100213695,0.0,2.3322626033874307
901,19.428,2580.1963891194227,50128.05544781215,140,0,0,13701,0.16206669240700233,172302.0,27924.415235111315,1,22203.640212700833,22203.640212700833,50128.05544781215,0.0,2.366270057758959
902,19.488,2576.589327802381,50212.5728202128,335,0,0,2487,0.1629651833319316,169815.0,27673.932607511964,1,22538.640212700833,22538.640212700833,50212.572820212794,0.0,2.264622681212278
903,19.358,2447.978577735527,47387.96930780433,0,2002,0,3029,0.16099270379470398,166786.0,26851.329095103498,1,20536.640212700833,20536.640212700833,47387.969307804335,0.0,2.2129824930384117
904,19.398,2333.7913062012008,45270.88375769089,0,1024,0,7371,0.1615797982936992,159415.0,25758.24354499006,1,19512.640212700833,19512.640212700833,45270.88375769089,0.0,2.3122520509243873
905,19.026,2348.5056633896265,44682.668751651036,0,368,4150,0,0.15613382165469505,163565.0,25538.028538950195,1,19144.640212700833,19144.640212700833,44682.66875165103,0.0,2.2755871531358527
906,19.127,2281.6012023583903,43640.18619750893,0,878,0,2549,0.15758400397977898,161016.0,25373.545984808094,1,18266.640212700833,18266.640212700833,43640.18619750893,0.0,2.3463417084147076
907,19.96,2335.3485179097056,46613.556417477725,1791,0,0,4240,0.1693876371688071,156776.0,26555.9162047769,1,20057.640212700833,20057.640212700833,46613.55641747773,0.0,2.4931109097670237
908,20.28,2292.7227283851603,46496.41693165105,0,288,0,3310,0.174154384156427,153466.0,26726.776718950226,1,19769.640212700833,19769.640212700833,46496.41693165106,0.0,2.361238283316057
909,21.364,2344.594133663685,50089.90907159097,595,0,2696,0,0.19034892521157606,156162.0,29725.26885889014,1,20364.640212700833,20364.640212700833,50089.90907159097,0.0,2.4776236614439084
