day,pSOL,nSOL,value of SOL in $,daily mint of fSOL,daily burn of fSOL,daily mint of xSOL,daily burn of xSOL,pX,nX,Marketcap xSOL,pF,nF,Marketcap fSOL,Total mcap,fSOL adjustment,Collaterization ratio
669,24.254,4442.065751603649,107737.86273939491,0,3326,18255,0,0.30422414401714554,216854.0,65972.22252669408,1,41765.64021270083,41765.64021270083,107737.86273939491,0.0,2.339907142269869
670,24.67,4266.622205614475,105257.56981250911,0,103,0,13510,0.3127455425279736,203344.0,63594.92959980826,1,41662.64021270083,41662.64021270083,105257.56981250909,0.0,2.6238257460910956
671,24.35,4187.522200967396,101966.1655935561,595,0,0,8238,0.3060312106283522,195106.0,59708.52538085529,1,42257.64021270083,42257.64021270083,101966.16559355613,0.0,2.493654991049775
672,23.464,4176.83949569511,98005.36192699005,336,0,0,2044,0.28701516463254917,193062.0,55411.721714289204,1,42593.64021270083,42593.64021270083,98005.36192699004,0.0,2.325165826320028
673,22.652,3932.129715684671,89070.60231968916,0,3809,0,6436,0.2694477838403455,186626.0,50285.96210698832,1,38784.64021270083,38784.64021270083,89070.60231968915,0.0,2.2213120969236413
674,23.825,3596.5804697104854,85688.52969085232,0,711,0,24760,0.2941623903608631,161866.0,47614.88947815147,1,38073.64021270083,38073.64021270083,85688.5296908523,0.0,2.4154662764026065
675,23.215,3820.280090577342,88687.802302753,1215,0,14177,0,0.2806084995714238,176043.0,49399.16209005216,1,39288.64021270083,39288.64021270083,88687.802302753,0.0,2.1929769556543817
676,20.48,3936.3161685525674,80615.75513195658,0,634,13606,0,0.22125671592919421,189649.0,41961.11491925576,1,38654.64021270083,38654.64021270083,80615.7551319566,0.0,1.9913984253833135
677,20.122,4062.960071863709,81754.88256604155,0,4444,32701,0,0.21382614055921167,222350.0,47544.24235334071,1,34210.64021270083,34210.64021270083,81754.88256604155,0.0,2.0490826847119306
678,20.813,4220.767190876818,87846.8275437192,293,0,13210,0,0.2264526546570656,235560.0,53343.18733101837,1,34503.64021270083,34503.64021270083,87846.8275437192,0.0,2.471815419119378
679,21.502,4109.63484538507,88365.36844546976,0,579,0,7582,0.2387981657562086,227978.0,54440.728232768924,1,33924.64021270083,33924.64021270083,88365.36844546976,0.0,2.6303003271181318
680,20.777,3970.001917740487,82484.7298448941,0,1468,0,6349,0.2257289868753334,221629.0,50028.08963219327,1,32456.640212700833,32456.640212700833,82484.7298448941,0.0,2.516928186922923
681,21.842,3760.5228912596535,82137.34099089335,0,908,0,14981,0.24480614754651636,206648.0,50588.70077819251,1,31548.640212700833,31548.640212700833,82137.34099089334,0.0,2.6716499711315014
682,23.88,3891.0425768755754,92918.09673578874,0,923,14331,0,0.2818931053316736,220979.0,62292.4565230879,1,30625.640212700833,30625.640212700833,92918.09673578874,0.0,2.8464392137930674
683,22.293,3696.2634842940793,82400.8018553679,0,647,0,14551,0.2539488908610608,206428.0,52422.16164266706,1,29978.640212700833,29978.640212700833,82400.8018553679,0.0,2.83236567672841
684,23.148,3667.2950792413517,84890.54649427881,0,79,0,2197,0.2692583705783058,204231.0,54990.906281577976,1,29899.640212700833,29899.640212700833,84890.54649427881,0.0,2.8540689813606117
685,23.453,3476.905193241269,81543.85749708748,0,2483,0,7215,0.27473513463062216,197016.0,54127.21728438666,1,27416.640212700833,27416.640212700833,81543.85749708749,0.0,2.876592189123142
686,24.869,3312.764089243068,82385.13013538586,0,2804,0,4264,0.299724464195884,192752.0,57772.48992268503,1,24612.640212700833,24612.640212700833,82385.13013538587,0.0,3.153820255870045
687,26.245,3207.303412224186,84175.67805382377,0,1106,0,5139,0.32337331550118026,187613.0,60669.03784112293,1,23506.640212700833,23506.640212700833,84175.67805382377,0.0,3.5324732645837393
688,24.98,3222.189096449277,80490.28362930294,157,0,712,0,0.3017477414926436,188325.0,56826.643416602106,1,23663.640212700833,23663.640212700833,80490.28362930294,0.0,3.408332220700409
689,24.162,3457.2295600387674,83533.5806296567,4240,0,5001,0,0.2877519858526833,193326.0,55629.940416955855,1,27903.640212700833,27903.640212700833,83533.58062965669,0.0,3.2900488787275024
690,23.918,3407.346633912186,81496.91678991166,431,0,0,5731,0.2833885582089652,187595.0,53162.276577210825,1,28334.640212700833,28334.640212700833,81496.91678991166,0.0,2.9634132316316713
691,23.08,3389.2261617191784,78223.33981247863,574,0,0,3700,0.268167702220168,183895.0,49314.69959977779,1,28908.640212700833,28908.640212700833,78223.33981247863,0.0,2.775456463196686
692,22.378,3576.453531793315,80033.87713447081,1785,0,9422,0,0.2552296845169849,193317.0,49340.236921769974,1,30693.640212700833,30693.640212700833,80033.87713447081,0.0,2.623579057642086
693,23.274,3606.89743472145,83946.93089570703,147,0,2066,0,0.2718060971681579,195383.0,53106.2906830062,1,30840.640212700833,30840.640212700833,83946.93089570703,0.0,2.7119096634394673
694,22.677,3628.5937892438756,82285.62135868336,0,959,5564,0,0.26078508833663877,200947.0,52403.98114598255,1,29881.640212700833,29881.640212700833,82285.62135868339,0.0,2.6521373279888647
695,21.88,3747.9499953827103,82005.1458989737,563,0,8314,0,0.24639328726457801,209261.0,51560.50568627286,1,30444.640212700833,30444.640212700833,82005.14589897369,0.0,2.6569368864467715
696,22.52,3937.697359900664,88676.94454496296,1020,0,12616,0,0.25785594871150286,221877.0,57212.304332262116,1,31464.640212700833,31464.640212700833,88676.94454496296,0.0,2.7723708773147933
697,21.997,3761.4013143095863,82739.54471086797,919,0,0,19298,0.2485741587142159,202579.0,50355.90449816714,1,32383.640212700833,32383.640212700833,82739.54471086798,0.0,2.7528529879954386
698,21.423,3591.49008103203,76940.49200594917,0,2321,0,5544,0.23791636913872327,197035.0,46877.85179324834,1,30062.640212700833,30062.640212700833,76940.49200594917,0.0,2.4883089062004418
699,20.988,3776.393488126449,79258.94652879791,844,0,13204,0,0.2299873302103657,210239.0,48352.30631609707,1,30906.640212700833,30906.640212700833,79258.94652879791,0.0,2.507371052155776
700,20.974,3701.274342463382,77630.52805882697,2287,0,0,16813,0.2297358568451301,193426.0,44436.887846126134,1,33193.64021270083,33193.64021270083,77630.52805882697,0.0,2.562752744227923
701,20.61,3600.633045256892,74209.04706274453,0,677,0,6272,0.22277058919415932,187154.0,41692.40685004369,1,32516.640212700833,32516.640212700833,74209.04706274453,0.0,2.298128909916368
702,20.236,3773.384407371942,76358.20686757861,2682,0,3775,0,0.2155752486781882,190929.0,41159.566654877795,1,35198.64021270083,35198.64021270083,76358.20686757863,0.0,2.2407730265859014
703,18.41,3606.0699007883513,66387.74687351355,0,958,0,11824,0.17948748868436235,179105.0,32147.10666081272,1,34240.64021270083,34240.64021270083,66387.74687351355,0.0,1.9735991651930662
704,17.341,3817.433353046272,66198.1117751754,227,0,21766,0,0.157964422751291,200871.0,31730.471562474573,1,34467.64021270083,34467.64021270083,66198.1117751754,0.0,1.82627596216427
705,18.208,3693.6416567890233,67253.82728681453,0,1364,0,5102,0.1744412397985059,195769.0,34150.1870741137,1,33103.64021270083,33103.64021270083,67253.82728681454,0.0,2.0166111188155513
706,18.113,3687.0699901553935,66783.89873168465,0,551,2502,0,0.17264884183256154,198271.0,34231.25851898381,1,32552.640212700833,32552.640212700833,66783.89873168463,0.0,2.021014332549174
707,20.184,3682.5188748455007,74327.96096988159,0,821,3453,0,0.21116139258184824,201724.0,42596.32075718075,1,31731.640212700833,31731.640212700833,74327.96096988159,0.0,2.2861377816064397
708,20.425,3678.5591840490824,75134.57133420251,502,0,0,2704,0.21556090403729117,199020.0,42900.931121501686,1,32233.640212700833,32233.640212700833,75134.57133420251,0.0,2.3703611762436974
709,20.914,3621.9624324452584,75749.72231216014,0,281,0,4019,0.22459926923174392,195001.0,43797.082099459294,1,31952.640212700833,31952.640212700833,75749.72231216013,0.0,2.3867421199573013
710,19.261,3519.776934889322,67794.42354290323,0,799,0,6030,0.19389632975537197,188971.0,36640.783330202394,1,31153.640212700833,31153.640212700833,67794.42354290323,0.0,2.183313114250829
711,19.697,3516.475447904541,69264.01689737574,0,2,0,312,0.20201727288215726,188659.0,38112.376684674906,1,31151.640212700833,31151.640212700833,69264.01689737574,0.0,2.2253915052357396
712,21.624,3481.477852275631,75283.47707760824,125,0,0,3706,0.2379352422772672,184953.0,44006.836864907404,1,31276.640212700833,31276.640212700833,75283.47707760823,0.0,2.440971472650914
713,21.215,3425.8643791306904,72679.7128032576,651,0,0,7952,0.2302363974811259,177001.0,40752.07259055677,1,31927.640212700833,31927.640212700833,72679.7128032576,0.0,2.3614925431163987
714,21.855,3488.2471534673396,76235.64153902871,1902,0,0,2220,0.24262363372636545,174781.0,42406.00132632788,1,33829.64021270083,33829.64021270083,76235.64153902871,0.0,2.3450610664334977
715,22.147,3510.347529851338,77743.66674361758,0,480,3902,0,0.24845131619077776,178683.0,44394.026530916744,1,33349.64021270083,33349.64021270083,77743.66674361758,0.0,2.2836249283797354
716,22.574,3529.616725136523,79677.56795323188,1947,0,0,5887,0.2568400179433034,172796.0,44380.92774053106,1,35296.64021270083,35296.64021270083,79677.56795323189,0.0,2.376115143475685
717,21.425,3549.8209922744168,76054.91475947938,0,3663,17551,0,0.2333699745558299,190347.0,44421.27454677855,1,31633.640212700833,31633.640212700833,76054.91475947938,0.0,2.142471291328143
718,22.184,3386.722450982102,75131.05085258695,0,2061,0,6291,0.24752472421375082,184056.0,45558.41063988612,1,29572.640212700833,29572.640212700833,75131.05085258695,0.0,2.4894140656312462
719,20.659,3551.1180412750828,73362.54761470194,4194,0,0,3635,0.2194639615233321,180421.0,39595.9074020011,1,33766.64021270083,33766.64021270083,73362.54761470194,0.0,2.365913175543595
720,20.425,3670.385491236963,74967.62365851497,0,1009,16034,0,0.2148582802464388,196455.0,42209.983445814134,1,32757.640212700833,32757.640212700833,74967.62365851496,0.0,2.1480249600243573
721,20.957,3734.9626342822094,78273.61192665226,0,432,7942,0,0.22479768154107663,204397.0,45947.97171395144,1,32325.640212700833,32325.640212700833,78273.61192665227,0.0,2.348162695493231
722,19.9,3645.5903666210725,72547.24829575933,0,920,0,4178,0.20548303649033559,200219.0,41141.6080830585,1,31405.640212700833,31405.640212700833,72547.24829575933,0.0,2.2992818064284823
723,20.453,3467.531153836516,70921.41468941826,0,1346,0,10651,0.21555206826425044,189568.0,40861.77447671743,1,30059.640212700833,30059.640212700833,70921.41468941826,0.0,2.3741996425962517
724,21.11,3438.8000004556807,72593.06800961941,1146,0,0,7701,0.22756975040506844,181867.0,41387.42779691858,1,31205.640212700833,31205.640212700833,72593.06800961941,0.0,2.435145003051649
725,20.555,3496.9264537091954,71879.32325599251,422,0,3560,0,0.2170756310747177,185427.0,40251.683043291676,1,31627.640212700833,31627.640212700833,71879.32325599251,0.0,2.2651204566730088
726,21.165,3436.246289421888,72728.15271561425,0,191,0,4783,0.2285794850806748,180644.0,41291.51250291342,1,31436.640212700833,31436.640212700833,72728.15271561425,0.0,2.340119208863191
727,21.072,3437.8395342790122,72442.15466632735,0,1291,5840,0,0.22681042048447322,186484.0,42296.51445362651,1,30145.640212700833,30145.640212700833,72442.15466632735,0.0,2.3033180810920104
728,20.524,3242.1178173924372,66541.22608416238,0,1436,0,11910,0.2167080199311556,174574.0,37831.58587146156,1,28709.640212700833,28709.640212700833,66541.2260841624,0.0,2.3405778780513398
729,20.446,3214.546056898303,65724.60867934271,0,844,1302,0,0.21525943543543105,175876.0,37858.96846664187,1,27865.640212700833,27865.640212700833,65724.6086793427,0.0,2.308922731294993
730,20.922,3325.776989355624,69581.90617129837,944,0,6176,0,0.2239594509184054,182052.0,40772.26595859754,1,28809.640212700833,28809.640212700833,69581.90617129838,0.0,2.4135362435266203
731,20.97,3298.3386520069453,69166.16153258564,308,0,0,3929,0.2248363283791807,178123.0,40048.5213198848,1,29117.640212700833,29117.640212700833,69166.16153258563,0.0,2.4207710666251785
732,20.62,3234.7688172369144,66700.93301142518,0,1344,152,0,0.2183553094866041,178275.0,38927.292798724346,1,27773.640212700833,27773.640212700833,66700.93301142518,0.0,2.3357573796353575
733,20.446,3287.2145960743824,67210.38963133683,343,0,3389,0,0.21519810979960807,181664.0,39093.749418636,1,28116.640212700833,28116.640212700833,67210.38963133683,0.0,2.381325700582135
734,20.043,3147.6283045398195,63087.9141078916,840,0,0,17497,0.20790581478123352,164167.0,34131.27389519076,1,28956.640212700833,28956.640212700833,63087.91410789159,0.0,2.3432971240766176
735,20.285,3125.58382140289,63402.46781715762,1050,0,0,7044,0.21254576099270503,157123.0,33395.82760445679,1,30006.640212700833,30006.640212700833,63402.46781715762,0.0,2.2050085814025064
736,20.904,3294.6260663277603,68870.8632905155,1431,0,9351,0,0.2248592757897009,166474.0,37433.22307781467,1,31437.640212700833,31437.640212700833,68870.8632905155,0.0,2.1774248546143764
737,22.982,3190.487622178551,73323.78653290746,0,1007,0,5212,0.26598421401326183,161262.0,42893.14632020663,1,30430.640212700833,30430.640212700833,73323.78653290746,0.0,2.4084853616256736
738,23.788,3211.160045356662,76387.07515894428,0,857,4784,0,0.28193051892995585,166046.0,46813.43494624345,1,29573.640212700833,29573.640212700833,76387.07515894428,0.0,2.4940428142785818
739,24.437,3267.603360739916,79850.42332640133,0,2105,11832,0,0.2944815160598865,177878.0,52381.78311370049,1,27468.640212700833,27468.640212700833,79850.42332640133,0.0,2.6534142386259294
740,24.723,3333.193104056894,82406.53311159859,1820,0,0,662,0.2997353111395007,177216.0,53117.89289889776,1,29288.640212700833,29288.640212700833,82406.53311159859,0.0,2.9409886059893102
741,24.047,3189.9272624772043,76708.18088078934,0,1380,0,7195,0.2870206660829457,170021.0,48799.540668088506,1,27908.640212700833,27908.640212700833,76708.18088078934,0.0,2.7366683461971775
742,25.36,3097.9347978180917,78563.6264726668,0,324,0,6446,0.31165512003647233,163575.0,50978.98625996596,1,27584.640212700833,27584.640212700833,78563.6264726668,0.0,2.8986204544500525
743,24.569,3081.475572053359,75708.77332977897,1381,0,0,6018,0.2966744296799136,157557.0,46743.13311707815,1,28965.640212700833,28965.640212700833,75708.77332977898,0.0,2.7592587563475925
744,24.823,3146.125308309918,78096.2685281771,1917,0,0,1035,0.3016421226120052,156522.0,47213.62831547627,1,30882.640212700833,30882.640212700833,78096.26852817711,0.0,2.6407656645386557
745,22.683,3269.0618702065867,74152.130401896,2749,0,153,0,0.25862766994858893,156675.0,40520.490189195174,1,33631.64021270083,33631.64021270083,74152.130401896,0.0,2.310798554685904
746,22.183,3197.777199787514,70936.29162288642,0,1383,0,799,0.24819504869374107,155876.0,38687.65141018558,1,32248.640212700833,32248.640212700833,70936.2916228864,0.0,2.1562314239852856
747,21.267,3289.2790691364116,69953.09796332406,158,0,7794,0,0.22940341999525404,163670.0,37546.45775062323,1,32406.640212700833,32406.640212700833,69953.09796332406,0.0,2.108837062875509
748,21.795,3368.938668631736,73426.01828282869,737,0,4163,0,0.2400146459285591,167833.0,40282.37807012786,1,33143.64021270083,33143.64021270083,73426.01828282869,0.0,2.21219592161644
749,21.47,3587.595957655113,77025.68521085527,1920,0,11883,0,0.2334908689162592,179716.0,41962.04499815444,1,35063.64021270083,35063.64021270083,77025.68521085527,0.0,2.1823527153726965
750,21.38,3459.074772976532,73955.01864623826,0,2359,0,1678,0.23169423625033653,178038.0,41250.378433537415,1,32704.640212700833,32704.640212700833,73955.01864623826,0.0,2.187531046673324
751,21.92,3499.830056169398,76716.27483123321,0,746,6769,0,0.24218581881926757,184807.0,44757.63461853238,1,31958.640212700833,31958.640212700833,76716.27483123321,0.0,2.3184147121178174
752,21.284,3649.3499225878277,77672.76375235931,756,0,10543,0,0.23014140537321984,195350.0,44958.123539658496,1,32714.640212700833,32714.640212700833,77672.76375235933,0.0,2.3308370575136643
753,22.332,3588.9370308728503,80148.1417734525,0,585,0,3060,0.2497191822806785,192290.0,48018.50156075167,1,32129.640212700833,32129.640212700833,80148.1417734525,0.0,2.491156312322567
754,23.348,3565.864280018428,83255.79920987025,266,0,0,2995,0.2686819989813223,189295.0,50860.1589971694,1,32395.640212700833,32395.640212700833,83255.79920987022,0.0,2.608012453363713
755,23.186,3638.0402180485203,84351.60049567299,3110,0,0,5408,0.2656303071069307,183887.0,48845.96028297216,1,35505.64021270083,35505.64021270083,84351.60049567299,0.0,2.5521375300400146
756,22.739,3542.5279176411195,80553.54231924142,2240,0,0,17181,0.2567868109518589,166706.0,42807.90210654059,1,37745.64021270083,37745.64021270083,80553.54231924142,0.0,2.329922683343514
757,21.975,3557.873138580304,78184.26222030219,0,313,2703,0,0.24055169446488295,169409.0,40751.622007601356,1,37432.64021270083,37432.64021270083,78184.26222030219,0.0,2.062411726267906
758,22.252,3800.7988806333506,84575.37669185331,0,1001,26004,0,0.24636915905877538,195413.0,48143.736479152474,1,36431.64021270083,36431.64021270083,84575.37669185331,0.0,2.114993562565398
